reaction,split,high_yielding,not_high_yielding
O=C([OH])C1=[CH][CH]=C(O[CH2][CH2]C2=C([CH2][CH2][NH]S(=O)(=O)CC3=CC=CC=C3)N([CH](C3=[CH][CH]=[CH][CH]=[CH]3)C3=[CH][CH]=[CH][CH]=[CH]3)C3=[CH][CH]=C(Cl)[CH]=C32)[CH]=[CH]1.O=S(=O)(Cl)[CH]=[CH]C1=[CH][CH]=[CH][CH]=[CH]1>>O=C([OH])C1=[CH][CH]=C(O[CH2][CH2]C2=C([CH2][CH2][NH]S(=O)(=O)/C=C/C3=[CH][CH]=[CH][CH]=[CH]3)N([CH](C3=[CH][CH]=[CH][CH]=[CH]3)C3=[CH][CH]=[CH][CH]=[CH]3)C3=[CH][CH]=C(Cl)[CH]=C32)[CH]=[CH]1,train,0,1
O=S(=O)(Cl)Cl.[CH3]C1=[CH][CH]=[CH][CH]=C1[OH]>>[CH3]C1=[CH]C(Cl)=[CH][CH]=C1[OH],train,1,0
[CH3]C(=O)[NH]C1=C([CH]([CH3])[CH3])[NH]N=C1C([NH2])=O>[Na+].[OH-]>[CH3]C1=NC2=C([NH]N=C2[CH]([CH3])[CH3])C([OH])=N1,train,1,0
O=C([CH2]C1=NC(Cl)=N[CH]=[CH]1)C1=[CH][CH]=[CH]C([NH]S(=O)(=O)C2=C(F)[CH]=[CH][CH]=C2F)=C1F.[NH2]C(=S)[CH]1[CH2][CH2][CH2][CH2][CH2]1>>O=S(=O)([NH]C1=C(F)C(C2=C(C3=NC(Cl)=N[CH]=[CH]3)SC([CH]3[CH2][CH2][CH2][CH2][CH2]3)=N2)=[CH][CH]=[CH]1)C1=C(F)[CH]=[CH][CH]=C1F,train,0,1
CSS[CH3].[CH3]C([CH3])([CH3])OC(=O)N1[CH2][CH2]N(C2=N[CH]=C(Br)S2)[CH2][CH2]1>>[CH3]SC1=[CH]N=C(N2[CH2][CH2]N(C(=O)OC([CH3])([CH3])[CH3])[CH2][CH2]2)S1,train,1,0
O=[CH]C1=C(Cl)[CH]=[CH]C([N+](=O)[O-])=[CH]1.[CH3]C1=NC2=C([CH]=[CH][CH]=[CH]2)[Se]1>>O=[N+]([O-])C1=[CH]C([CH]=[CH]C2=NC3=C([CH]=[CH][CH]=[CH]3)[Se]2)=C(Cl)[CH]=[CH]1,train,0,1
CS(=O)C1=NC2=C([CH]=N1)[CH]=C(Br)C(=O)N2[CH]1[CH2][CH2][CH2][CH2]1.[NH2]C1=N[CH]=[CH][CH]=[CH]1>>O=C1C(Br)=[CH]C2=C(N=C([NH]C3=N[CH]=[CH][CH]=[CH]3)N=[CH]2)N1[CH]1[CH2][CH2][CH2][CH2]1,train,0,1
FC1=C(I)[CH]=[CH]C(O[CH2][CH2][CH2][CH2][CH2][CH2]C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1F.[OH]B([OH])C1=C(F)C(F)=C(OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1>>[OH]B([OH])C1=C(F)C(F)=C(O[CH2][CH2][CH2][CH2][CH2][CH2]C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[CH]=[CH]1,train,1,0
O=C1[NH][CH]=NC2=[CH][CH]=C(C(F)(F)F)[CH]=C12.[CH3]OC(=O)N1[CH2][CH2][CH2][C@@H](O[CH3])[C@@H]1[CH2]C(=O)[CH2]Br>>[CH3]OC(=O)N1[CH2][CH2][CH2][C@@H](O[CH3])[C@@H]1[CH2]C(=O)[CH2]N1[CH]=NC2=[CH][CH]=C(C(F)(F)F)[CH]=C2C1=O,train,0,1
CC(=C)C(=O)OC1(C)CCCCC1(C)C.CC(C)(N=C=O)C1=[CH]C(C(=C)[CH3])=[CH][CH]=[CH]1>>C=C([CH3])C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
COC(=O)[CH]1CC2(C=C(B3OC([CH3])([CH3])C([CH3])([CH3])O3)[CH2]2)[CH2]1.[CH3]OC(=O)C1=CC=C(OS(=O)(=O)C(F)(F)F)CC1>>[CH3]OC(=O)C1=[CH][CH]=C(B2OC([CH3])([CH3])C([CH3])([CH3])O2)[CH2][CH2]1,train,0,1
COC1=CC(N)=C(C(C)=O)C=[CH]1.[CH3]OC1=C(Cl)[CH]=C([NH2])[CH]=[CH]1>>[CH3]OC1=[CH]C(C([CH3])=O)=C([NH2])[CH]=C1Cl,train,0,1
C#CC1=[CH][CH]=[CH][CH]=[CH]1.[NH2]C1=C(I)[CH]=C(Br)[CH]=[CH]1>>BrC1=[CH][CH]=C2[NH]C(C3=[CH][CH]=[CH][CH]=[CH]3)=[CH]C2=[CH]1,train,0,1
C=CO[CH2][CH2][CH2][CH2]O[CH2][CH]1[CH2]O1.O>>[CH3][CH2][CH2][CH]([OH])O[CH2][CH]1[CH2]O1,train,1,0
O=C1[CH]=[CH]C(=O)[NH]1.O=[N+]([O-])C1=[CH][CH]=C2[NH]C([CH]=[CH]C3=C(Cl)[CH]=[CH][CH]=[CH]3)=[CH]C2=[CH]1>>O=C1[NH]C(=O)[CH]2[CH](C3=C(Cl)[CH]=[CH][CH]=[CH]3)[CH2]C3=C(C4=C([CH]=[CH]C([N+](=O)[O-])=[CH]4)[NH]3)[CH]12,train,1,0
O[CH2][CH]=[CH]C1=[CH][CH]=[CH][CH]=[CH]1.[OH]C1=[CH]C(O[CH2]C2=[CH][CH]=[CH][CH]=[CH]2)=[CH]C(O[CH2]C2=[CH][CH]=[CH][CH]=[CH]2)=[CH]1>>[OH]C1=[CH]C(O[CH2]C2=[CH][CH]=[CH][CH]=[CH]2)=[CH]C(O[CH2]C2=[CH][CH]=[CH][CH]=[CH]2)=C1[CH2]/C=C/C1=[CH][CH]=[CH][CH]=[CH]1,train,0,1
CC(C)(C)OC(=O)[NH][CH]1[CH]=C(C2=C([N+](=O)[O-])[CH]=N[CH]=[CH]2)[CH2][CH2][CH]1OS(C)(=O)=O>C1=CC=NC=C1>O=C1[NH][CH]2[CH]=C(C3=C([N+](=O)[O-])[CH]=N[CH]=[CH]3)[CH2][CH2][CH]2O1,train,1,0
C=C([CH3])[CH3].[CH3]OC1=[CH][CH]=C([OH])[CH]=[CH]1>>[CH3]OC1=C(C([CH3])([CH3])[CH3])[CH]=C([OH])C(C([CH3])([CH3])[CH3])=[CH]1,train,0,1
O=C=N[CH2][CH2]Cl.[CH3]OC1=C([NH2])[CH]=[CH][CH]=C1[CH2][CH2]N1[CH2][CH2]N(C2=C3[CH]=[CH]C([CH3])=NC3=[CH][CH]=[CH]2)[CH2][CH2]1>>Cl.Cl.[CH3]OC1=C(N2[CH2][CH2][NH]C2=O)[CH]=[CH][CH]=C1[CH2][CH2]N1[CH2][CH2]N(C2=C3[CH]=[CH]C([CH3])=NC3=[CH][CH]=[CH]2)[CH2][CH2]1,train,0,1
I[CH2][CH](C1=[CH][CH]=[CH][CH]=[CH]1)C1=[CH][CH]=[CH][CH]=[CH]1.[CH3][CH2]OC(=O)[CH2]OC1=C2[CH2][CH2]C3=C(N=C([SH])S3)C2=[CH][CH]=[CH]1>>[CH3][CH2]OC(=O)[CH2]OC1=C2[CH2][CH2]C3=C(N=C(S[CH2][CH](C4=[CH][CH]=[CH][CH]=[CH]4)C4=[CH][CH]=[CH][CH]=[CH]4)S3)C2=[CH][CH]=[CH]1,train,0,1
[CH3]C1=C(Br)SC(C2=NC([CH2]OC3=[CH][CH]=C([CH2][CH2][CH2][CH2]N4[CH]=[CH]N=[CH]4)[CH]=[CH]3)=[CH]O2)=[CH]1>[Zn]>[CH3]C1=[CH]SC(C2=NC([CH2]OC3=[CH][CH]=C([CH2][CH2][CH2][CH2]N4[CH]=[CH]N=[CH]4)[CH]=[CH]3)=[CH]O2)=[CH]1,train,1,0
C=[CH]C1=C([CH]=C)[CH]=[CH][CH]=[CH]1>FB(F)F>C=[CH]C1=C([CH]=C)[CH]=[CH][CH]=[CH]1.[CH]1=C2[CH2][CH2]C(=[CH]1)[CH2]2,train,0,1
C#CC1=[CH][CH]=[CH][CH]=[CH]1.[NH2]C1=C(Cl)[CH]=C(Cl)[CH]=C1I>>ClC1=[CH]C(Cl)=C2[NH]C(C3=[CH][CH]=[CH][CH]=[CH]3)=[CH]C2=[CH]1,train,1,0
O=S(=O)(Cl)Cl.[CH3]OC(=O)C1=[CH][CH]=C(O[CH3])[CH]=C1[NH2]>>[CH3]OC(=O)C1=[CH]C(Cl)=C(O[CH3])[CH]=C1[NH2],train,1,0
C[Si](C)(C)F.FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)F>>F[CH](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,train,0,1
FC1=N[CH]=C(C(F)(F)F)[CH]=C1Cl.O=[N+]([O-])C1=C([OH])[CH]=[CH][CH]=[CH]1>>O=[N+]([O-])C1=C(OC2=N[CH]=C(C(F)(F)F)[CH]=C2Cl)[CH]=[CH][CH]=[CH]1,train,0,1
CC[NH]C(=O)C1=C(Cl)C(Cl)=[CH][CH]=C1[Si]([CH3])([CH3])[CH3].[CH3]N([CH3])N>>[CH3]N([CH3])[NH]C(=O)C1=C(Cl)C(Cl)=[CH][CH]=C1[Si]([CH3])([CH3])[CH3],train,1,0
O=[CH]C1=[CH][CH]=[CH][CH]=[CH]1.[CH3][CH2]C(=O)[CH2][CH3]>>[CH3][CH2]C(=O)[CH]([CH3])[CH]([OH])C1=[CH][CH]=[CH][CH]=[CH]1,train,1,0
O=[Se]=O.[CH3][CH2]OC(=O)C1=C(C2=[CH][CH]=[CH][CH]=[CH]2)C2=[CH][CH]=C([OH])[CH]=C2[CH2]1>C1COCCO1>[CH3][CH2]OC(=O)C1=C(C2=[CH][CH]=[CH][CH]=[CH]2)C2=[CH][CH]=C([OH])[CH]=C2C1=O,train,0,1
[CH3]N1[CH]=NC2=C1[CH]=[CH][CH]=[CH]2.[CH3][CH2]OC(=O)[CH2]Br>CCOCC>[Br-].[CH3][CH2]OC(=O)[CH2][N+]1=[CH]N([CH3])C2=C1[CH]=[CH][CH]=[CH]2,train,0,1
O=C1[NH][CH2][CH2]N2C1=[CH]C1=C2[CH]=[CH]C(O[CH2][CH2][CH2]N2[CH2][CH2]C[CH2][CH2]2)=[CH]1.[OH][C@@H]1CCNC1>>O=C1[NH][CH2][CH2]N2C1=[CH]C1=C2[CH]=[CH]C(O[CH2][CH2][CH2]N2[CH2][CH2][C@@H]([OH])[CH2]2)=[CH]1,train,0,1
O=C([O-])[CH](C(=O)OC1=[CH][CH]=C2[CH2][CH2][CH2]C2=[CH]1)C1=[CH][CH]=[CH][CH]=[CH]1.[CH3]C1([CH3])S[C@@H]2[CH]([NH2])C(=O)N2[CH]1C1=NN=N[NH]1>>[CH3]C1([CH3])S[C@@H]2[CH]([NH]C(=O)[CH](C(=O)OC3=[CH][CH]=C4[CH2][CH2][CH2]C4=[CH]3)C3=[CH][CH]=[CH][CH]=[CH]3)C(=O)N2[CH]1C1=NN=N[NH]1,train,0,1
CSC([NH][CH2]C1=[CH][CH]=[CH][CH]=[CH]1)=C(C#N)C(=O)O[CH2][CH3].FC1=[CH][CH]=C([CH2]N2[CH2][CH2][NH][CH2][CH2]2)[CH]=[CH]1>CC#N>[CH3][CH2]OC(=O)C(C#N)=C([NH][CH2]C1=[CH][CH]=[CH][CH]=[CH]1)N1[CH2][CH2]N([CH2]C2=[CH][CH]=C(F)[CH]=[CH]2)[CH2][CH2]1,train,0,1
O=C1[CH2][C@@H](C(=O)[NH][CH2][CH]([OH])C2=[CH][CH]=[CH][CH]=[CH]2)N(C(=O)C2=[CH][CH]=C(C3=[CH][CH]=[CH][CH]=[CH]3)[CH]=[CH]2)[CH2]1.[CH3]N([CH3])[NH2]>>[CH3]N([CH3])N=C1[CH2][C@@H](C(=O)[NH][CH2][CH]([OH])C2=[CH][CH]=[CH][CH]=[CH]2)N(C(=O)C2=[CH][CH]=C(C3=[CH][CH]=[CH][CH]=[CH]3)[CH]=[CH]2)[CH2]1,train,0,1
[CH3]OC1=C(Br)[CH]=C([CH]=O)[CH]=C1F.[CH3][CH2]N1C(=O)[CH2]C([CH3])([CH3])C2=[CH]C([CH3])=C(Br)[CH]=C21>>[CH3][CH2]N1C(=O)[CH2]C([CH3])([CH3])C2=[CH]C([CH3])=C(C3=C(O[CH3])C(F)=[CH]C([CH]=O)=[CH]3)[CH]=C21,train,0,1
[CH3][CH]([CH3])C1=C([OH])[CH]=[CH][CH]=[CH]1.[CH3][CH]1[CH2]O1>>[CH3][CH]([OH])[CH2]OC1=C([CH]([CH3])[CH3])[CH]=[CH][CH]=[CH]1,train,1,0
COP(=O)([CH2]C(=O)O[CH3])OC.[CH3]OC1=C(O[CH2]C2=C([CH3])OC(C3=[CH][CH]=[CH]O3)=N2)[CH]=[CH]C([CH]=O)=[CH]1>>[CH3]OC(=O)[CH]=[CH]C1=[CH]C(O[CH3])=C(O[CH2]C2=C([CH3])OC(C3=[CH][CH]=[CH]O3)=N2)[CH]=[CH]1,train,1,0
C[C@]12CCC(=O)CC1/C(=N/O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12.[CH3][C@]12[CH2][CH2][C@H]3[C@@H]([CH2]C(=O)[C@@]4([OH])[CH2][CH2][CH2][CH2][C@]34[CH3])[C@@H]1[CH2]C13O[CH2][CH2]OC12O[CH2][CH2]O3>>[CH3][C@]12[CH2][CH2][C@H]3[C@@H]([CH2]/C(=N\O)[C@@]4([OH])[CH2][CH2][CH2][CH2][C@]34[CH3])[C@@H]1[CH2]C13O[CH2][CH2]OC12O[CH2][CH2]O3,train,1,0
C=C(C1=[CH][CH]=[CH][CH]=[CH]1)C1=[CH]C2=[CH]C(O[CH3])=[CH][CH]=C2[NH]1.O=C1[CH]=[CH]C(=O)[NH]1>>[CH3]OC1=[CH]C2=C([CH]=[CH]1)[NH]C1=C2C2=C([CH]=C1C1=[CH][CH]=[CH][CH]=[CH]1)C(=O)[NH]C2=O,train,1,0
[NH2][CH2][CH2][CH2][OH].[OH]C1=[CH][CH]=C2[CH2][CH2][CH]([CH2]Br)OC2=[CH]1>O>[OH][CH2][CH2][CH2][NH][CH2][CH]1[CH2][CH2]C2=[CH][CH]=C([OH])[CH]=C2O1,train,1,0
C=[CH][CH2]N([CH2][CH]=C)[SiH]([CH3])[CH3]>C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=CC=C1.[Cl-].[Rh]>[CH3][CH]=[CH]N1[CH2][CH2][CH2][Si]1([CH3])[CH3],train,1,0
O=C([CH2]Cl)OC1=CC=C([N+](=O)[O-])C=C1.[NH2]C1=NC2=[CH]C3=C([CH]=C2S1)SC([NH2])=N3>C1COCCO1>O=C([CH2]Cl)[NH]C1=NC2=[CH]C3=C([CH]=C2S1)SC([NH]C(=O)[CH2]Cl)=N3,test,1,0
C#CC1=[CH][CH]=[CH]C([NH]C(=O)OC([CH3])([CH3])[CH3])=[CH]1.[CH3][Si]([CH3])([CH3])[CH2][CH2]OC(=O)[NH][CH]1[CH2][CH2]N(C2=C(Br)[CH]=C([N+](=O)[O-])[CH]=[CH]2)[CH2]1>>[CH3]C([CH3])([CH3])OC(=O)[NH]C1=[CH][CH]=[CH]C(C#CC2=C(N3[CH2][CH2][CH]([NH]C(=O)O[CH2][CH2][Si]([CH3])([CH3])[CH3])[CH2]3)[CH]=[CH]C([N+](=O)[O-])=[CH]2)=[CH]1,train,1,0
C=[CH][CH2]OC(=O)N1[CH2][CH2][CH2][C@@H](O[CH3])[C@@H]1[CH2]C(=O)[CH2]Br.N#CC1=[CH][CH]=C2N=[CH][NH]C(=O)C2=[CH]1>>C=[CH][CH2]OC(=O)N1[CH2][CH2][CH2][C@@H](O[CH3])[C@@H]1[CH2]C(=O)[CH2]N1[CH]=NC2=[CH][CH]=C(C#N)[CH]=C2C1=O,train,0,1
C=C([CH3])C(=C)[CH3].[CH3]OC(=O)C#CC(=O)O[CH3]>O>[CH3]OC(=O)C1=C(C(=O)O[CH3])[CH2]C([CH3])=C([CH3])[CH2]1,train,1,0
CSC1=C(SC)[CH]=CC=C1.[OH]C1=C2[CH]=[CH][CH]=[CH]C2=[CH][CH]=[CH]1>>O=C(C1=[CH][CH]=[CH][CH]=[CH]1)C1=[CH][CH]=[CH][CH]=[CH]1,train,1,0
N[CH]1CC1.[CH3][CH2][NH]C(=O)C1=C(I)[CH]=[CH][CH]=C1[Si]([CH3])([CH3])[CH3]>>[CH3][Si]([CH3])([CH3])C1=[CH][CH]=[CH]C(I)=C1C(=O)[NH][CH]1[CH2][CH2]1,train,1,0
O=[CH]C1(C2=[CH]C(Cl)=C(F)[CH]=[CH]2)[CH2][CH2][CH2][CH2][CH2]1.[CH3][NH2]>>[CH3][NH][CH2]C1(C2=[CH]C(Cl)=C(F)[CH]=[CH]2)[CH2][CH2][CH2][CH2][CH2]1,train,0,1
N.[CH3]OC1=C(O[CH3])[CH]=C(C(Cl)=NS(=O)(=O)[CH]=[CH]C2=[CH]C(Cl)=C(Cl)[CH]=[CH]2)[CH]=[CH]1>C1=CC=CC=C1>[CH3]OC1=C(O[CH3])[CH]=C(C(=N)[NH]S(=O)(=O)[CH]=[CH]C2=[CH]C(Cl)=C(Cl)[CH]=[CH]2)[CH]=[CH]1,train,1,0
FC1=[CH][CH]=[CH]C(Br)=N1.[CH3]S([CH3])(=O)=O>>[CH3]S(=O)(=O)[CH2]C1=[CH][CH]=[CH]C(Br)=N1,train,1,0
O=C1[CH2]C2=C(N=[CH]N=C2Cl)[NH]1.[CH3]C1=C([CH]=O)[NH][CH]=N1>>[CH3]C1=C([CH]=C2C(=O)[NH]C3=C2C(Cl)=N[CH]=N3)[NH][CH]=N1,train,1,0
O=C=N[CH2][CH2][CH2]Cl.[CH3]C1=NC2=[CH][CH]=[CH]C(N3[CH2][CH2]N([CH2][CH2]C4=[CH][CH]=[CH]C([NH2])=[CH]4)[CH2][CH2]3)=C2[CH]=[CH]1>>Cl.Cl.[CH3]C1=NC2=[CH][CH]=[CH]C(N3[CH2][CH2]N([CH2][CH2]C4=[CH][CH]=[CH]C(N5[CH2][CH2][CH2][NH]C5=O)=[CH]4)[CH2][CH2]3)=C2[CH]=[CH]1,train,1,0
N#CBr.[CH3][CH2]OC(=O)[C@@H]1[CH2][C@H]1[C@@]([CH3])([NH2])C(F)(F)[CH2][OH]>>[CH3][CH2]OC(=O)[C@@H]1[CH2][C@H]1[C@@]1([CH3])N=C([NH2])O[CH2]C1(F)F,train,1,0
O=[CH][CH]1[CH2][CH2][CH2][CH2][CH2]1.[CH3]OC1=[CH][CH]=C([CH2]C#N)[CH]=[CH]1>>[CH3]OC1=[CH][CH]=C([CH](C#N)[CH]([OH])[CH]2[CH2][CH2][CH2][CH2][CH2]2)[CH]=[CH]1,train,0,1
O=C1[CH2][CH2]N([CH]2[CH2][CH2]2)[CH2][CH2]1.[CH3][NH][CH2]C1=[CH]C2=C(S1)C(N1[CH2][CH2]O[CH2][CH2]1)=NC(Cl)=N2>>ClC1=NC2=C(SC([CH2][NH][CH2][CH]3[CH2][CH2]N([CH]4[CH2][CH2]4)[CH2][CH2]3)=[CH]2)C(N2[CH2][CH2]O[CH2][CH2]2)=N1,train,0,1
O=C([OH])C1=[CH][CH]=C(S(=O)(=O)[NH][CH2]C2=[CH][CH]=[CH]O2)[CH]=[CH]1.[CH3]OC1=[CH][CH]=[CH]C([CH2]Br)=[CH]1>>[CH3]OC1=[CH][CH]=[CH]C([CH2]N([CH2]C2=[CH][CH]=[CH]O2)S(=O)(=O)C2=[CH][CH]=C(C(=O)[OH])[CH]=[CH]2)=[CH]1,train,0,1
COC(=O)C1CC2(C1)CC(B1OC([CH3])([CH3])C([CH3])([CH3])O1)=C2.[CH3]OC(=O)C1([NH]C([CH3])=O)[CH2][CH]=C(OS(=O)(=O)C(F)(F)F)[CH2][CH2]1>>[CH3]OC(=O)C1([NH]C([CH3])=O)[CH2][CH]=C(B2OC([CH3])([CH3])C([CH3])([CH3])O2)[CH2][CH2]1,train,0,1
[CH3]C([CH3])([CH3])OC(=O)N1[CH2][CH2]C(=O)[CH2]1.[NH2]C1=[CH]C(C2=NC(Cl)=N[CH]=[CH]2)=[CH][CH]=[CH]1>>[CH3]C([CH3])([CH3])OC(=O)N1[CH2][CH2][CH]([NH]C2=[CH]C(C3=NC(Cl)=N[CH]=[CH]3)=[CH][CH]=[CH]2)[CH2]1,train,1,0
Br[Mg]C1=[CH][CH]=[CH][CH]=[CH]1.[CH3]OC1=[CH][CH]=C2[NH]C([CH]=O)=[CH]C2=[CH]1>>[CH3]OC1=[CH][CH]=C2[NH]C(C(=O)C3=[CH][CH]=[CH][CH]=[CH]3)=[CH]C2=[CH]1,train,1,0
[CH3]C([CH3])([CH3])C1=[CH]C([CH]=O)=[CH]C(C([CH3])([CH3])[CH3])=C1[OH].[CH3]N([CH3])N1C(=O)[CH2]SC1=S>>[CH3]N([CH3])N1C(=O)C(=[CH]C2=[CH]C(C([CH3])([CH3])[CH3])=C([OH])C(C([CH3])([CH3])[CH3])=[CH]2)SC1=S,train,0,1
O=O.[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2]N([CH3])[CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH3]>>[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2]N([CH]=O)[CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH3],train,0,1
CSC1=N[CH]=C([CH2]C2=N[CH]=[CH][CH]=[CH]2)C(=O)[NH]1.[NH2][CH2][CH2]S[CH2]C1=N[CH]=[CH][CH]=C1Br>>Br.Br.Br.O=C1[NH]C([NH][CH2][CH2]S[CH2]C2=N[CH]=[CH][CH]=C2Br)=N[CH]=C1[CH2]C1=N[CH]=[CH][CH]=[CH]1,train,0,1
CC(C)(C)OC(=O)[NH]C1=[CH][CH]=C(OC2=[CH][CH]=NC3=C2N=[CH]C(=O)[NH]3)[CH]=[CH]1.[CH3]C1=[CH][CH]=C(N2N=C(C([CH3])([CH3])[CH3])[CH]=C2N=C=O)[CH]=[CH]1>>[CH3]C1=[CH][CH]=C(N2N=C(C([CH3])([CH3])[CH3])[CH]=C2[NH]C(=O)[NH]C2=[CH][CH]=C(OC3=[CH][CH]=NC4=C3N=[CH]C(=O)[NH]4)[CH]=[CH]2)[CH]=[CH]1,train,0,1
BrC1=[CH][CH]=[CH]C(C2=N[NH]N=N2)=[CH]1.[CH3]C([CH3])([CH3])OC(=O)[CH2]OC1=[CH][CH]=C([CH2]Br)[CH]=[CH]1>>[CH3]C([CH3])([CH3])OC(=O)[CH2]OC1=[CH][CH]=C([CH2]N2N=NC(C3=[CH]C(Br)=[CH][CH]=[CH]3)=N2)[CH]=[CH]1,train,1,0
FC(F)=C(F)C(F)(F)F.[CH2]1[CH2][CH2][CH2][CH2]1>>F[CH](C(F)(F)F)C(F)(F)[CH]1[CH2][CH2][CH2][CH2]1,train,1,0
O=C1CCC(=O)N1I.[CH3]C1=[CH][CH]=[CH]C2=NC([CH]([CH3])Br)=[CH]C(=O)N12>>[CH3]C1=[CH][CH]=[CH]C2=NC([CH]([CH3])Br)=C(I)C(=O)N12,train,1,0
C#C[CH2][CH2][CH2][CH2]O[Si]([CH3])([CH3])C([CH3])([CH3])[CH3].O=C1[CH]=[CH]C2=C([CH]=[CH][CH]=C2OS(=O)(=O)C(F)(F)F)O1>>[CH3]C([CH3])([CH3])[Si]([CH3])([CH3])O[CH2][CH2][CH2][CH2]C#CC1=[CH][CH]=[CH]C2=C1[CH]=[CH]C(=O)O2,train,1,0
[CH3]OC1=C2C(=C([NH2])C(F)=C1F)C(=O)C(C(=O)[OH])=[CH]N2[CH]1[CH2][CH2]1.[CH3][NH][CH]1[CH2][CH2][NH][CH2]C1([CH3])[CH3]>>[CH3][NH][CH]1[CH2][CH2]N(C2=C(F)C([NH2])=C3C(=O)C(C(=O)[OH])=[CH]N([CH]4[CH2][CH2]4)C3=C2O[CH3])[CH2]C1([CH3])[CH3],train,0,1
O=C([OH])C1=[CH]N(C2=C(F)[CH]=C(F)[CH]=[CH]2)C2=[CH]C(F)=C(F)[CH]=C2C1=O.[CH3][CH]1[CH2][NH][CH2][CH]([CH3])[CH2]1>>[CH3][CH]1[CH2][CH]([CH3])[CH2]N(C2=C(F)[CH]=C3C(=O)C(C(=O)[OH])=[CH]N(C4=C(F)[CH]=C(F)[CH]=[CH]4)C3=[CH]2)[CH2]1,train,0,1
[CH3]C1=[CH][CH]=[CH]N=C1[NH2].[CH3][CH2]OC(=O)[CH2][CH]([CH]=O)C(=O)O[CH2][CH3]>>[CH3][CH2]OC(=O)[CH2]C(=[CH][NH]C1=N[CH]=[CH][CH]=C1[CH3])C(=O)O[CH2][CH3],train,0,1
[CH2]1[CH2][NH][CH2][CH2][NH]1.[CH3]C1=C([CH3])SC(I)=N1>>[CH3]C1=C([CH3])SC(N2[CH2][CH2][NH][CH2][CH2]2)=N1,train,0,1
[CH3]S(=O)(=O)C1=[CH]C(C(=O)N2[CH2][CH2]N(C3=[CH][CH]=C(C(F)(F)F)[CH]=[CH]3)[CH2][CH2]2)=C(I)[CH]=[CH]1.[NH2][CH2][CH]1[CH2][CH2][CH2]O1>>[CH3]S(=O)(=O)C1=[CH]C(C(=O)N2[CH2][CH2]N(C3=[CH][CH]=C(C(F)(F)F)[CH]=[CH]3)[CH2][CH2]2)=C([NH][CH2][CH]2[CH2][CH2][CH2]O2)[CH]=[CH]1,train,0,1
C1=NC=C2OC(C3=CSC4=CN=CC=C43)=CC2=C1.[NH2]C1=C2OC(C3=C4[CH]=[CH]N=[CH]C4=CC=[CH]3)=[CH]C2=C(I)[CH]=N1>>[NH2]C1=C2OC(C3=[CH]SC4=[CH]N=[CH][CH]=C43)=[CH]C2=C(I)[CH]=N1,train,1,0
O=C([OH])[CH](C(=O)[OH])C1=[CH]S[CH]=[CH]1.[CH3]C1([CH3])S[C@@H]2[CH]([NH2])C(=O)N2[CH]1C1=NN=N[NH]1>>[CH3]C1([CH3])S[C@@H]2[CH]([NH]C(=O)[CH](C(=O)[OH])C3=[CH]S[CH]=[CH]3)C(=O)N2[CH]1C1=NN=N[NH]1,train,0,1
C=C([CH2]C1=[CH][CH]=C(Br)[CH]=[CH]1)C(=O)O[CH2][CH3].O=C([NH][CH]([CH2]C1=[CH][CH]=[CH][CH]=[CH]1)P(=O)[OH])O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1>>[CH3][CH2]OC(=O)[CH]([CH2]C1=[CH][CH]=C(Br)[CH]=[CH]1)[CH2]P(=O)([OH])[CH]([CH2]C1=[CH][CH]=[CH][CH]=[CH]1)[NH]C(=O)O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,train,1,0
[CH3]OC1=[CH]C(N=C=O)=C(C#N)[CH]=C1[CH2]O[Si]([CH3])([CH3])C([CH3])([CH3])[CH3].[CH3][NH][C@H]1[CH2][CH2][C@H](OC(=O)C([OH])(C2=[CH][CH]=[CH]S2)C2=[CH][CH]=[CH]S2)[CH2][CH2]1>>[CH3]OC1=[CH]C(N=C=O)=C(C#N)[CH]=C1[CH2]O[Si]([CH3])([CH3])C([CH3])([CH3])[CH3].[CH3][CH]([CH3])[NH][CH2][CH2][NH][CH]([CH3])[CH3].[CH3][NH][C@H]1[CH2][CH2][C@H](OC(=O)C([OH])(C2=[CH][CH]=[CH]S2)C2=[CH][CH]=[CH]S2)[CH2][CH2]1,train,0,1
